2216627192	E8qsNpqQ5	柠檬黄莲味中秋	NULL	Lemon flavor berbetine Mid Autumn Festival
2618121433	E7RJj7ESb	Fiera del levante 💕	NULL	Fiera del Levante
2618938262	E8P0s39FE	玩泥巴	NULL	Play with mud
2619279183	E8rT8De9k	世间万事惟糊涂最难. 有些事，问的清楚便是无趣。	NULL	All things in the world are confused the most difficult. Some things, asked clearly is no fun.
2619602065	E8EegB8fK	永远不知道明天跟意外哪个先来	NULL	Never know tomorrow and accident which first come
2619860182	E8PttxBgw	燕笙这个名字太好听了[好喜欢]	NULL	The name Yan Sheng is beautiful [love]
2619981000	E8T2SoveU	小糗君[泪]，我今天做直播，播到一半手机没电，在家翻遍了所有地方都没找到我的充电器，我肯定是我爸拿走的，所以我去我爸妈屋里要我的充电器，由于很急燥，我到了他们房后直接大力推开门，结果发现他俩正在啪啪啪！！！瞬间吓呆！！！我愣了几秒钟后立马退出房间把门关上，太尴尬太尴尬了。然而，当我&nbsp;	NULL	Small Qiu Jun [tears], I live today, broadcast to half of mobile phone no electricity at home, searched everywhere but didn't find my charger, I bet my dad to take away, so I go to my parents' house to my charger, because very impatient, I went to the back of their house directly vigorously pushed open the door and found that they are popping!!! The moment aghast!!! I froze for a few seconds after the exit the room immediately shut the door, too embarrassed to be too embarrassed. However, when I &nbsp;
2619981000	E8TJdxz6p	有哪些行为因为爱得太过反而让人反感？	NULL	What behavior because love too much but people dislike?
2620090532	E8OtNlo0b	喜欢，不是折磨自己，还要去折磨别人。就尼玛不能轻轻松松点，患得患失，终究会错过所有。	NULL	Like, not torture themselves, but also to torture others. You can't fuck easily, will miss all the worry about personal gains and losses.
2620135884	E8OKakeIU	希望这次可以和上次李易峰亲笔签名海报一样，弄过王俊凯签名的海报就完美了，不要让我失望啊[噢耶]	NULL	Hope this can be the same as the last Li Yifeng autograph poster, get Wang Junkai signed the poster is perfect, do not let me down ah [oh yeah]
2621632053	E8rqdjqpH	我刚刚开通了，马上关注我即可通过私信获取我的独家资讯和服务。已经关注我的粉丝，请发送私信“DY”给我，激活您的专属特权，一起感受一下吧...	NULL	I have just opened, I can immediately get the exclusive attention to information and services through private letter I. I have fans, please send private messages to me, "DY" to activate your exclusive privileges, to feel it...
2621949845	E8QgFjWwk	想每个试一遍	NULL	Want to try it again
2621949845	E8zN9EsAS	在这个世界上  唯美好和爱不可被辜负	NULL	In this world of good and love can not be lived up to
2622421352	E8Rvh4ZPx	【胎儿最害怕的12件事】1、怕噪音。2、怕烟酒。3、怕妈妈情绪过度不安。4、怕药物。5、怕母体不健康。6、怕放射线。7、怕营养不良。8、怕高过敏食物。9、怕妈妈玩宠物。10、怕未接受定期产检。11、怕强烈撞击。12、怕长途劳累旅行。	NULL	[the fetus is most afraid of 12 things] 1, fear of noise. 2, afraid of tobacco. 3, afraid of mother emotional over anxiety. 4, afraid of drugs. 5, afraid of the mother is not healthy. 6, fear of radiation. 7, afraid of malnutrition. 8, afraid of high allergic food. 9, afraid of my mother to play with pets. 10, afraid of not receiving regular production inspection. 11, afraid of strong impact. 12, afraid of long-distance travel.
2622682345	E8HXZtjnV	如果世上有后悔药吃就好了！	NULL	If there is regret in the world to eat it!
2622740473	E8Lx4rSDW	分享图片	NULL	Share pictures
2623135283	E8yu5mz2s	可累了[doge]	NULL	Can be tired [doge]
2623212897	E8hhDpPYm	真爱无敌。因为爱牺牲，也因为爱而被拯救（强势收割一波眼泪） 	NULL	True love invincible. Because of love, but also because of love to be saved (a strong harvest wave of tears)
2623317733	E8uW0nbph	昨夜中秋，狂风暴雨、电闪雷鸣。关了电视关了灯，黑屋一次次被闪电照亮，只好躲到立柜后避闪，不料在布椅子上睡去。后半夜醒来，发现已放晴的夜空中点缀着几朵白云，于是换到地方准备正式睡觉，忽然间又乌云密布大雨倾盆起来，只是雷声和闪电离得远了。想起前夜也在避雷闪，那气势仿佛要毁我住所似的。	NULL	Mid autumn night, a dangerous situation, Lightning flashes and thunder rumbles. Shut off the TV lights, a black lightning lit, had to hide in the closet after avoiding flash, unexpectedly in the cloth chair. After woke up, that was clear sky dotted with clouds, then change to the place ready to sleep, suddenly clouded up just It is raining cats and dogs. thunder and lightning, from far. Think of the eve of the lightning flash, the momentum seems to destroy my home.
2623386835	E8pUfomCx	中秋是想你的时候[爷爷] [心]	NULL	The Mid Autumn Festival is when you want to [grandpa] [heart]
2623762321	E8I8Q2Vqe	有多少次此刻的离别，就有多少次彼时的相逢	NULL	How many times at the moment of departure, there are many times when the meeting
2624070295	E8pBE4k87	中秋节快乐 	NULL	Happy mid autumn day!
2624101617	E7QWKiOGM	网易首页 &gt; 新闻中心 &gt; 社会新闻 &gt; 正文广东湛江一批高一学生被集体退学 校方:成绩太差 2016-09-11 19:01:00 来源: 中国新闻网(北京)：我要说，放屁！还有什么比一个教书育人的学校开除一批学生更恶劣的事情吗？一个完全愚民化的教育体制，还要开除学生！这是多么恐怖的社会意识形态表现？	NULL	NetEase home &gt News Center; &gt &gt; social news; the Guangdong Zhanjiang a group of high school students drop out of school by the collective poor performance: 2016-09-11 19:01:00 source: chinanews.com (Beijing): I would say! Is there anything worse than a school that teaches students to fire a number of students? A total of obscurantist education system, but also to expel students! This is how the expression of the social ideology of terror?
2624324155	E8X3mpjdS	早安，祝大家一天心情愉快！图	NULL	Good morning, I wish you a happy day! chart
2624324155	E8Xi914Lh	新手篇：简单画出自然眼线。[爱你]<br/>	NULL	Novice article: simple draw natural eye liner. Love you]<br/>
2625531750	E8HfTzclA	2016.9.17又要一年了，每次走到火车站总会回忆很多，旧时今日，不一样的一片天！愿你我安好！	NULL	To 2016.9.17 a year, every time you go to the train station will always remember a lot of old today, not as a piece of day! I wish you well!
2625899623	E8EHzyM1q	 是高三那天单曲循环的歌	NULL	Is the third day of the song cycle.
2626297663	E8TUgtXS6	不想再说什么	NULL	Don't want to say anything.
2626313255	E8FM1DJFk	朝气蓬勃的青年人，总是迎着晨曦大踏步前进；而暮气深{ad1239387[重的人，则老是像寒鸦恋着夕阳，对过去的“得意的晨光”，时时发出廉价的呻吟和惋惜。	NULL	Young people are always full of youthful spirit, in the great strides; and apathy deep {ad1239387[heavy people, is always like a jackdaw love sunset, on the past "good morning", constantly issued cheap groan and regret.
2628681633	E8yiLvVWM	弦断了[傻眼][傻眼][傻眼]	NULL	Broken string [] [] [] was dumbfounded dumbfounded
2629334153	E8OdNFCKh	………………我还是喜欢水原希子多一点	NULL	.................. I still love Mizuhara Kiko a little bit more.
2629791707	E8Wc60FTM	早[笑cry]	NULL	Early laugh cry]
2630279957	E8pgj74nz	这么好的日子，我居然在家装shi，我是不是吃了屎。。。	NULL	Such a good day, I actually in the home improvement Shi, I was not eating shit...
2630992253	E8P2hcbiK	少女情怀总是诗	NULL	Girl feelings are always Poetry
2632015525	E8HPIqKmA	我想抽根烟！ 	NULL	I want to smoke a cigarette!
2632453711	E7VkqfDTM	halyang dream[强壮]	NULL	Dream[halyang strong]
2633618775	E7ZvlpuNY	我会学着放弃你，是因为我，太爱你…	NULL	I will learn to give up you, because I love you too...
2634554490	E8FoTEHyo	婆婆家的小森林[笑哈哈]	NULL	The small forest in the mother's house [laughs ha ha]
2634775833	E8OzFo3Iu	 争第一，没我爱豆可不行！我为张继科加油，助力夺金、夺金、夺金！火热里约，激情奥运！爱豆冲刺，助威有你，一起为你的体育爱豆加油！ 	NULL	For the first, no I love beans can not do! I cheer for Zhang Jike, gold, gold, gold power! Fiery Rio, passion olympics! Love you sprint, cheer, together for your love sports refueling!
2634806225	E8KxxmnPr	别失眠了好吗。[月亮]	NULL	Don't sleep well. [moon]
2635714384	E8Mbs8Eto	帅气的飞行员~求搭讪~	NULL	Handsome pilot ~ to strike up a conversation
2636612650	E83Vzv2Ys	有些人比他妈随地吐痰都恶心。	NULL	Some people are sick of spitting on the ground.
2636717550	E83NeDZJz	目前替代希拉里继续竞选的民主党候选人、克林顿获得41%的支持率、米歇尔获得19.4%的支持率、你怎么看[阴险]	NULL	Current replacement for Hilary to continue to run for the Democratic candidate, Clinton won 41% of the support rate, Michel received 19.4% of the support rate, how do you see [insidious]
2636810827	E8HvS2FjO	清華園	NULL	Tsinghua Yuan
2637168581	E8jHZ0ep3	分享图片	NULL	Share pictures
2637443201	E8PiEcNdB	人只有上了班才能真正成长 中午回家看到高中学生放学 我竟好生羡慕 三五成帮结伴回家 这样的日子我再也不会拥有了 我得学会做人处事 学会适应办公室嘈杂的环境 作为一个年轻人还要不断求上进  此刻说出这些虚话 我竟觉得是最实用	NULL	Only the class can really grow at noon to go home to see high school students after school I envy 35 help go home these days I never have the person I have to learn to adapt to the office of a noisy environment as a young man will continue to make progress at the moment to say these words I feel is the most practical
2637539843	E8r5BgrDx	我的老寒腿 是时候了	NULL	My old leg is the time
2637828865	E8KaA0SgQ	突然想卸载微博了，因为他很容易激发我的负面情绪。	NULL	Suddenly want to uninstall micro-blog, because he is very easy to stimulate my negative emotions.
2637867871	E83VOf8eW	重返校园，拆现金红包，开启无限可能！快来参与每日校园签到，戳链接和我一起领现金红包～[心]	NULL	Return to the campus, open cash envelopes, open unlimited possibilities! Come and participate in the daily campus attendance, poke the link and I took the cash bonus to [heart]
2638863795	E8HuGuyIG	人死后，若知道这世界对他的评价，他会不会感到一丝欣慰，好像人世间也没有他想的那么冰冷，只是就是那个时间点，过不去了，没有办法再往前走一步，进退维谷。那个时刻唯有离开才是解脱。	NULL	After death, if you know this world of his evaluation, he will feel a little relieved, as if the world did not think so he is cold, but at the time, had not gone, there is no way to go one step further. That moment only left is free.
2639226752	E8RnSci9s	分享图片	NULL	Share pictures
2639609222	E8OAB2htg	除了包包还有其他的[有鸭梨]	NULL	In addition to bags and other [a] pear
2640296725	E85F2tgAi	帮朋友出两张五月天10月4号上海演唱会门票  因为黄牛那买的不会原价出也不是天价  要的私聊	NULL	To help a friend out of the two May days in October 4th Shanghai concert tickets because the cattle that will not buy the original price is not a price to the private chat
2640900483	E8PUFlmCz	佛祖么么哒。我会天天开心，尽量少发脾气，多带给别人快乐，调整自己的心态，做一个善良的人[祈祷][兔子]	NULL	Buddha da. I will be happy every day, less angry, more bring happiness to others, to adjust their mentality, to be a good person to pray. [] rabbit
2641139805	E8eAeh3dI	怪不好意思的我一个娜美拿了Mvp [doge]	NULL	I feel shy of a strange Nami took Mvp [doge]
2641412084	E7YWanifE	你的名字》	NULL	Your name.
2641412084	E8rqh6Peq	瓜 娃 子 [西瓜]	NULL	Stupid watermelon []
2642186817	E82YY8G9b	不要搞错楞子，你要做的是对对你好的人好，而不是对莫名其妙的人好，先做好前者再说。	NULL	Don't mistake the trousers you have to do is, for people who are good to you, instead of the rather baffling person is good, to do the former.
2642490991	E8QQsrLnq	 眼睛痒，不停打喷嚏+留鼻涕，创造了一天用完一个卷纸的记录，鼻头和人中部位都是红红的，有点儿起皮，一碰还疼。	NULL	Itchy eyes, sneezing and runny nose, creating a day out of a roll of paper records, part of the nose and the people are red, a little skin, a touching pain.
