1688978637	E5PsWoYOV	水逆真的开始了	NULL	The water inverse really began.
1803749112	E5x1RjoSe	好二啊[生病][生病][生病]	NULL	Two [] [] [ah] sick sick sick
1803903803	E5k5c1ctU	心里的石头落地了[噢耶]紧张死本宝宝了[笑cry][拍照][拍照]	NULL	The heart of the stone floor [] Oh yeah this nervous baby [laughs] [] cry][camera camera
1803940567	E5X30rZoJ	 已经在韩国榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！快本一定要看哟	NULL	In Han G B for you refuel it, you are the only dedicated my life oh. Awesome！ You must see yo
1803940567	E5X2t7oFw	只想说这周快乐大本营必须看[喵喵][喵喵][喵喵]	NULL	Just want to say this week happy camp must see [[] []] meow meow meow
1803951940	E5ylpq5CH	 脑残粉就是吃土也要买啊	NULL	The powder is idiotic you want to eat soil
1803951940	E5uBtj9Dt	sia雨天。无聊发自拍[哈欠] 	NULL	SIA rainy day. Boring hair self time [yawn]
1804000714	E5Nn1Amrg	我胖了 好嘛[笑cry] 	NULL	I'm fat well [laughs cry]
1804000714	E5G4M0er7	[跑][伤心] 	NULL	[sad] run.
1804052865	E53qfnsGk	分享了南太铉的单曲《Good Man》  (来自)	NULL	Share the south too single "Good Man" Hyun (from)
1804192991	E5oiDuh5t	不知道有些人怎么那么喜欢马后炮，那么喜欢批评人，我做错事挨着你们什么事了，是和你们血了还是吃你们肉了，该你了欠你了，用你们整天一副老子为你好的样子吗，不恶心吗？？？？ 	NULL	Some people don't know how you love so love to criticize people, belated effort, I do the wrong thing next to what you are, and your blood or do you eat meat, you owe you, with you all day Lao Tzu for you like. Do not sick????
1804346341	E5fsk1vL8	满脑子都是 一人我饮酒醉 醉把佳人成双对[拜拜][拜拜][拜拜]我完了	NULL	My head is full of people drinking drunk drunk the beauty in pairs. Bye bye bye bye bye bye [[]] I was finished.
1804346341	E54IbpGs8	 哈哈哈哈哈哈强势打酱油[doge]小别离还挺好看的[doge]	NULL	Ha ha ha ha ha ha ha ha strong soy sauce [doge] small parting still pretty good [doge]
1804459077	E5y0ArOrQ	信心是需要一点点找回的，我所丢失的东西，我也会用自己的方式再夺回来。节奏变了，我的本质和目标始终没变，感谢最近突袭的时来运转，让我学会等待厚积薄发的那一天[鮮花]	NULL	Confidence is need a little bit of the back, I lost things, I will also use their own way to get back. The rhythm of change, the essence and the goal I have never changed, thanks to the recent raid Every dog has his day let me learn that day, waiting for the flowers [] accumulate steadily
1804459077	E55lUma9d	 最后一幕，是张家小哥和吴邪的第一次相遇..有点感动[心] 	NULL	The final scene is Zhang brother and Wu Xie first met a little touched [heart].
1804829091	E5WzztkXH	血型与香水的秘密。by我们都爱香水	NULL	Blood type and perfume secret. By we all love perfume
1804829091	E5WsldNge	【女人吃藕，气色好】俗语常说：“荷莲一身宝，秋藕最补人”，多吃藕对改善女性气色大有裨益。生藕能清热除烦，适合因血热导致长痘痘的患者。熟藕有养胃滋阴、健脾、益气养血的功效，适合因脾胃虚弱、气血不足造成的肌肤干燥、面色无华。在秋天，吃点凉拌藕片，或煲一锅莲藕排骨汤都是不错的选择。	NULL	[woman] look good to eat lotus root, it is often said: "a treasure lotus lotus, autumn is the best complement", eat lotus root for improving women's complexion be of great advantage. Lotus root can heat Chufan, suitable for long acne patients due to blood heat. Cooked lotus root Yangwei Ziyin, spleen, Qi and nourishing the blood, is caused by the spleen and stomach, deficiency of Qi and blood of the skin is dry, lusterless complexion. In the autumn, eat some salad or pot pot of lotus root, lotus root soup is a good choice.
1804936983	E5jOR4XVa	老女人和美少女的故事暑假篇1.0 2.0.jpg	NULL	The old woman and the girl's story 1 2.0.jpg
1805188900	E5uUDdn10	专柜恶心的骗子，买东西的时候嬉皮笑脸的说一毛钱不用加，全价换，我还再三强调了，现在好了，去换的时候最便宜的还要加两千，以后买东西不止要录音还要记工号！！！	NULL	The counter disgusting liar, buy something "said 10 Fen do not add, full price change, I have repeatedly stressed that, now, when you go for the cheapest plus two thousand, after more than to buy things to work on recording!!!
1805279782	E5uo5AmNU	我就是脾气太好了！！	NULL	I just have a good temper!!
1805279782	E5tQenxjR	我这么好的脾气，凭什么要忍！	NULL	I have such a good temper, with what tolerance!
1805462183	E5VQEtT4B	My love 这颜色，这线条	NULL	Love My this color, this line
1805462183	E5feY3Pa4	我刚刚订阅了 的服务，分享知识，拓展视野，读你千遍也不厌倦！	NULL	I just subscribe to the service, share knowledge, expand the field of vision, you are not tired of reading a thousand times!
1805488961	E5wHrnY9n	老板、上烤串…	NULL	The boss, the roast string...
1805488961	E5nOJgTQ5	忙活一早上、你们喜欢吗？哈哈、抹茶馅不要太好吃啦…我们都是 	NULL	A busy morning, you love? Ha ha, don't eat stuffing green tea... We are all
1805640577	E5OInqXyk	 [哆啦A梦汗] 	NULL	[A Doraemon sweat]
1805644323	E5y7DdklD	只是单纯羡慕贝微微的桃花运[狗][狗]晚安迷妹们  	NULL	Only the envy of the shell is tiny peach blossom [[]] dog dog night many sisters
1805644323	E56ePgzOy	我认知的这个世界和我自己，原来都不是真的。也是悲哀。	NULL	I understand the world and myself, the original is not true. Also sad.
1805982651	E5Zczlk2z	抱着瞅瞅又不会怀孕的心情去追了《微微一笑很倾城》，果然，看的我呵呵一笑。虽然没有五毛特效，可迷之尴尬的演技掉线，造型离线，微微的34D隐身，也是够酸爽。但是，谁让人家颜值开了外挂呢，两个人合起来掏空单身狗的身体。[拜拜]	NULL	Look at the holding is not pregnant in the mood to chase "smiled very little", indeed, see I smiled. Although there is no fan of the 50 Fen effects, can be awkward acting line, other offline, slightly 34D stealth, it is cool acid. However, people who let Yan values to open the plug-in, two people together out of single dog body. Bye bye []
1806556570	E5PVz67KE	 <br/>不论在时光里还是在梦里 <br/>你都是我最想见的人[月亮]	NULL	<br/> no matter in time or in the dream <br/> you are the people I most want to see [moon]
1806556570	E5Cpys13e	翔伴六年/橙心不变/未来更远  .	NULL	Flying with six years / orange heart unchanged / the future is further.
1806674443	E5xKG4sXl	那些来不及的深爱，悄悄说给大风听。	NULL	Those who come to the deep love, quietly said to the wind to listen to.
1806674443	E5fvgjU36	不管你看不看得见，我们从此是陌路人。	NULL	Whatever you see, since we were strangers.
1806683432	E5MQ1wZuh	好久不见！	NULL	Long time no see.
1806910981	E604b0RBY	体内湿气过重，会让人觉得困倦，最近的我就是酱紫的[抓狂][哈欠] 	NULL	Excessive body moisture, will make people feel sleepy, recently I was kind of crazy [] [] yawn
1806910981	E5ZPYdwGE	不用烤箱的甜品——樱花芝士蛋糕，芝士就是力量！！！	NULL	Cherry Cheese Cake, cheese is the power!!!
1806934661	E5LXel2ae	日日棒呆	NULL	Day stick stay
1806934661	E5yyzCnuL	[喵喵][喵喵][喵喵]	NULL	Meow meow meow. [] []
1807032321	E5Y5bhbup	老炮儿玩虫儿 	NULL	Old gun play worms
1807032321	E5VeokHSS	只有青山藏在白云间，蝴蝶自由穿行在清涧，看那晚霞盛开在天边，有一群向西归鸟，谁画出这天地，又画下我和你，让我们的世界绚丽多彩。 	NULL	Only the castle hides in the clouds, butterflies roam freely in Qingjian, the evening glow in the sky, a flock of birds to the west, who draw the heaven and earth, and paint you and me, let the world bright and colorful.
1807058065	E53L6bK64	天津	NULL	Tianjin
1807058065	E4SieloNL	五大道[嘻嘻]	NULL	Five Avenue I want.
1807069820	E5VssxoWO	下了班不出去玩对不起我今天化了妆[兔子]	NULL	Down the class do not go out to play I'm sorry I made up today [rabbit]
1807069820	E5xWP1Gkk	分手的那个时候觉得，不仅失去了一个恋人，还失去了一个好朋友。	NULL	Break up at that time feel, not only lost a lover, also lost a good friend.
1807325515	E5HYuEWA5	我到底在哪个站！	NULL	Which I am in the end!
1807325515	E5DrzbPPp	偷我手机自拍	NULL	Steal my mobile phone self timer
1807346521	E5XJImFEU	韩国麦饭石  .	NULL	South Korea medical stone.
1807346521	E5XrqzqVm	出口中東的空气炸锅，爱油炸也要健康！尤其小朋友爱吃零食 ，用这个可以解决馋嘴，方便又卫生。而且用过炸锅你会发现它其实才是厨房的主角，很多原来需要炒锅、煎锅、烤箱、蒸锅才能做到的事情现在它都能做到！不需要油，没有油烟的污染……两色	NULL	The air fryer exported to the Middle East, but also health love fried! Especially children eat snacks, this can be used to solve the chancho, convenient and sanitary. And used the fryer you will find that it is the protagonist of the kitchen, many of the original to the wok, a frying pan, oven, steamer to do things it can do! No oil, no oil smoke pollution...... White
1807498085	E5NRMEAqC	再见！塘沽[鲜花][鲜花] 	NULL	Bye！ Tanggu [] [] flowers flowers
1807498085	E5NFkvJIk	我是累了，一条微博发几次，也是醉了[失望] 	NULL	I was tired, a micro-blog made a few times, but also drunk [disappointed]
1808516182	E5ZI3m2df	 已经在内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！ 	NULL	Has been in the mainland list for you, you are my only persistent in this life oh. Awesome！
1809322171	E5Q8hczb5	期待泛民主派守住26席的三分之一关键席次，让香港人起码有说“不”的权利	NULL	Look forward to the pan Democrats hold 1/3 key seats in the 26 seats, let Hongkong people at least have the right to say "no"
1809322171	E5PYKcWjX	中国代表团访港，体院厕所“只准金牌运动员使用”	NULL	Chinese delegation visit Institute "only gold medal athletes use the toilet"
1810582372	E5YYZcSTt	看全民目击太惨了	NULL	Watching the whole people witnessed too miserable
1810672940	E5etc1hog	我参与了 发起的投票 【R选出粉丝们心中皮肤最白的女爱豆！】，我投给了“AOA_Seol-Hyun”这个选项。你也快来表态吧~	NULL	I participated in the vote to vote for the hearts of the fans in the hearts of the white skin of the female love beans R! I voted for the "AOA_Seol-Hyun" option. And you come to the position.
1810672940	E54ICAJOJ	看笑的我不能自已，不停拍手狂笑，老妈问我是不是疯了[眼泪][眼泪][眼泪]	NULL	See the smile I kept laughing and clapping, lose self-control, mom asked me if I was crazy. [] [tears tears tears]
1811023020	E5HlTdjkO	Fire 分享单曲 （ ）	NULL	Fire share single ()
1811023020	E523XE0kt	微微一笑这部剧简直甜到可以和恶吻相比 我喜欢[doge]	NULL	A little smile is so sweet to be able to kiss and kiss me like [doge]
1811208350	E5NGa047u	赶脚秋天来了，多么适合睡懒觉的天气啊[困]	NULL	My autumn has come, how to sleep for the weather [trapped]
1811208350	E5GQykuM7	我的睡意由你不由我[困] 	NULL	I sleep by you not by my sleepy []
1811653633	E5WNHAG48	分享图片	NULL	Share pictures
1811653633	E5V0de86K	欲吐辄止 是我太认真了吗	NULL	I was too serious to vomit to stop it
1811891654	E5XEfbWmr	做什么事都没动力，听歌静心，然后一支笔玩了一个下午。(后面立着的杆子是樱花树= =	NULL	What are the no power to meditation, then a pen played an afternoon. (behind the standing pole is Sakura = =
1811891654	E5RqKhkBd	这几天没什么想做的事，完全提不起劲，傻呆呆的听歌。要不早晚都健身，下午看书，晚上游西湖(关键是你做得到吗明明是条虫子却还想上天zzz	NULL	What these days did not want to do, don't feel completely, silly songs. Otherwise sooner or later, fitness, reading in the afternoon, the evening travel to West Lake (the key is that you do get it clearly is a bug but also want to go to heaven zzz
1811913387	E5xNnmOBA	土鳖同学 两年后回来就聚聚聚	NULL	The students came back after two years wood louse gather together
1812253151	E5Rti40JJ	微微倾城不倾城我反正没看出来	NULL	Anyway, I don't turned slightly turned not see it
1812315293	E4WKftI7q	心长草了 真要命 真要命 	NULL	Heart long terure terure
1814096095	E5RBT80Lx	失身酒，感觉没啥效果啊。[挖鼻] 	NULL	Her wine, feel no effect. [nose]
1814096095	E5QAX9kob	约跑吧~[耶] 	NULL	About run behind].
1814566527	E5XnWiaWv	   	NULL	
1814566527	E5XndlTsc	   	NULL	
1815225424	E5cXo889N	请把你的手从粑粑短裤的档里拿开[笑cry][笑cry][笑cry]	NULL	Please put your hand from the files off shorts Baba cry][cry][cry] [laughs laugh laugh
1815267194	E5MHu6vs9	冷❄❄❄ 	NULL	Cold
1815267194	E5vRgBiQT	[下][下][下] 	NULL	Under [] [] [under lower]
1815666777	E5uWFnT2e	你永远要感谢一直给你逆境的众生	NULL	You always want to be grateful to all the people who have been to you.
1815682071	E5NG9ni7X	大冷天吃凉皮。一个字。冷！！！！！	NULL	Eat cold cold noodle. One word。 Leng!!!!!
1815817172	E5uArbDgg	初秋～午安！	NULL	Good afternoon to early autumn!
